C0030560	Parietal Lobe
C0152302	Structure of postcentral gyrus
C2329204	Left postcentral gyrus
C2335404	Right postcentral gyrus
C1281009	Entire postcentral gyrus
C0152303	Structure of superior parietal lobule
C2323758	Right superior parietal lobule
C2333935	Left superior parietal lobule
C1281010	Entire superior parietal lobule
C0152304	Inferior parietal lobule
C2323393	Left inferior parietal lobule
C2323466	Right inferior parietal lobule
C0152305	Structure of angular gyrus
C2327530	Left angular gyrus
C2328812	Right angular gyrus
C1281014	Entire angular gyrus
C0228214	Structure of supramarginal gyrus
C2338533	Left supramarginal gyrus
C2339029	Right supramarginal gyrus
C1281013	Entire supramarginal gyrus
C1284595	Entire inferior parietal lobule
C0152305	Structure of angular gyrus
C0152306	Structure of precuneus
C2323804	Left precuneus
C2326167	Right precuneus
C1281018	Entire precuneus
C0228207	RIght parietal lobe structure
C1281959	Entire right parietal lobe
C0228208	Left parietal lobe structure
C1281960	Entire left parietal lobe
C0228210	Structure of cortex of parietal lobe
C2326046	Cortex of right parietal lobe
C2327679	Cortex of left parietal lobe
C1289639	Entire cortex of parietal lobe
C0228211	Structure of white matter of parietal lobe
C2336770	White matter of left parietal lobe
C2340299	White matter of right parietal lobe
C1289622	Entire white matter of parietal lobe
C0228212	Postcentral sulcus
C2953223	Right postcentral sulcus
C2954204	Left postcentral sulcus
C1281070	Entire postcentral sulcus
C0228213	Structure of intraparietal sulcus
C2950912	Right intraparietal sulcus
C2951602	Left intraparietal sulcus
C1281069	Entire intraparietal sulcus
C0228214	Structure of supramarginal gyrus
C0228215	Structure of posterior parietal gyrus
C1289638	Entire posterior parietal gyrus
C0228216	Structure of subparietal sulcus
C2951696	Left subparietal sulcus
C2953798	Right subparietal sulcus
C1281079	Entire subparietal sulcus
C0546006	Parietal and occipital lobes
C0546007	Parietal and occipital lobes, right
C0546008	Parietal and occipital lobes, left
C0037658	Somatosensory Cortex
C0043120	Wernicke Area
C0228209	Parietal gyrus structure
C0152302	Structure of postcentral gyrus
C0152303	Structure of superior parietal lobule
C0152304	Inferior parietal lobule
C0152305	Structure of angular gyrus
C0228214	Structure of supramarginal gyrus
C0228215	Structure of posterior parietal gyrus
C1284594	Entire parietal gyrus
C1281009	Entire postcentral gyrus
C1281013	Entire supramarginal gyrus
C1281014	Entire angular gyrus
C1761564	Entire parietal lobe gyrus
C0152302	Structure of postcentral gyrus
C0152303	Structure of superior parietal lobule
C0152304	Inferior parietal lobule
C0458320	Arcus parieto-occipitalis
C0458321	Arcus temporo-occipitalis
C1281009	Entire postcentral gyrus
C1281013	Entire supramarginal gyrus
C1281014	Entire angular gyrus
C0228203	Structure of paracentral lobule
C0228265	Parietal operculum
C2952354	Left parietal operculum
C2954014	Right parietal operculum
C0228264	Structure of frontoparietal operculum
C1284612	Entire parietal operculum
C1268979	Entire parietal lobe
C1281959	Entire right parietal lobe
C1281960	Entire left parietal lobe
C1281958	Parietal lobe sulcus
C0228212	Postcentral sulcus
C0228213	Structure of intraparietal sulcus
C1281966	Region of parietal cortex
C0152306	Structure of precuneus
C0458361	somatosensory areas
C0458362	Taste area
C0458363	Sensory speech area
C1283320	Layer of parietal lobe
C0228210	Structure of cortex of parietal lobe
C0228211	Structure of white matter of parietal lobe
C1761564	Entire parietal lobe gyrus
C0039485	Temporal Lobe
C0004302	Auditory area
C2330250	Left auditory cortex
C2332618	Right auditory cortex
C1284605	Entire auditory projection area
C1744621	Structure of transverse temporal gyrus
C0228238	Entire transverse temporal gyrus
C1761567	Entire anterior transverse temporal gyrus
C1761568	Entire posterior transverse temporal gyrus
C0262198	Anterior transverse temporal gyrus
C1761567	Entire anterior transverse temporal gyrus
C2324052	Left anterior transverse temporal gyrus
C2327941	Right anterior transverse temporal gyrus
C0262320	Posterior transverse temporal gyrus
C1761568	Entire posterior transverse temporal gyrus
C2323352	Left posterior transverse temporal gyrus
C2331405	Right posterior transverse temporal gyrus
C2950119	Right transverse temporal gyrus
C2952521	Left transverse temporal gyrus
C0019564	BRAIN, HIPPOCAMPUS
C0149552	Structure of temporal pole
C2950181	Right temporal pole
C2950449	Left temporal pole
C1281968	Entire temporal pole
C0152309	Superior temporal gyrus
C0004302	Auditory area
C1284604	Entire superior temporal gyrus
C2330566	Right superior temporal gyrus
C2339013	Left superior temporal gyrus
C0152310	Structure of middle temporal gyrus
C2326406	Left middle temporal gyrus
C2339358	Right middle temporal gyrus
C1281015	Entire middle temporal gyrus
C0152311	Structure of inferior temporal gyrus
C2331003	Right inferior temporal gyrus
C2339780	Left inferior temporal gyrus
C1281016	Entire inferior temporal gyrus
C0152314	Structure of dentate gyrus
C0152315	Fimbria of hippocampus
C0152316	Structure of subiculum hippocampi
C0228232	Right temporal lobe structure
C1281970	Entire right temporal lobe
C0228233	Left temporal lobe structure
C1281971	Entire left temporal lobe
C0228235	Gray matter of temporal lobe
C2330558	Cortex of left temporal lobe
C2331231	Cortex of right temporal lobe
C0152309	Superior temporal gyrus
C0152310	Structure of middle temporal gyrus
C0152311	Structure of inferior temporal gyrus
C0228226	Structure of collateral sulcus
C0228237	Structure of superior temporal sulcus
C2950799	Left superior temporal sulcus
C2952785	Right superior temporal sulcus
C1281074	Entire superior temporal sulcus
C0228239	Transverse temporal sulci
C2950476	Left transverse temporal sulcus
C2953807	Right transverse temporal sulcus
C0228241	Middle temporal sulcus
C1281075	Entire middle temporal sulcus
C0228242	Inferior temporal sulcus
C2951482	Right inferior temporal sulcus
C2952160	Left inferior temporal sulcus
C1281076	Entire inferior temporal sulcus
C0228243	Lateral occipitotemporal gyrus
C0228244	Medial occipitotemporal gyrus
C0228245	Occipitotemporal sulcus
C2951033	Left occipitotemporal sulcus
C2952641	Right occipitotemporal sulcus
C1289642	Entire occipitotemporal sulcus
C1284602	Entire cortex of temporal lobe
C0228236	White matter of temporal lobe
C2323739	White matter of right temporal lobe
C2334847	White matter of left temporal lobe
C0228267	Structure of temporal radiation of corpus callosum
C1289624	Entire temporal radiation of corpus callosum
C1284603	Entire white matter of temporal lobe
C0228237	Structure of superior temporal sulcus
C0228239	Transverse temporal sulci
C0228241	Middle temporal sulcus
C0228242	Inferior temporal sulcus
C0228243	Lateral occipitotemporal gyrus
C0228245	Occipitotemporal sulcus
C0228246	Structure of foot of hippocampus
C0228247	Structure of alveus of hippocampus
C0228248	Structure of fimbriodentate sulcus
C0228249	Parahippocampal Gyrus
C0228251	Structure of hippocampal fissure
C0228252	Uncus of hippocampus
C0228253	Structure of intralimbic gyrus
C0228254	Structure of rhinal sulcus
C2951954	Left rhinal sulcus
C2953540	Right rhinal sulcus
C1281081	Entire rhinal sulcus
C0546012	temporo-parietal area
C0546013	Temporal and parietal lobes, right
C0546014	Temporal and parietal lobes, left
C0546015	temporal and frontal lobes
C0546016	Temporal and frontal lobes, right
C0546017	Temporal and frontal lobes, left
C1744621	Structure of transverse temporal gyrus
C0043120	Wernicke Area
C0175196	Structure of entorhinal cortex
C0228234	Temporal lobe gyrus
C0152309	Superior temporal gyrus
C0152310	Structure of middle temporal gyrus
C0152311	Structure of inferior temporal gyrus
C0228195	Frontal lobe gyrus
C0228243	Lateral occipitotemporal gyrus
C0228244	Medial occipitotemporal gyrus
C0262198	Anterior transverse temporal gyrus
C0262320	Posterior transverse temporal gyrus
C0152314	Structure of dentate gyrus
C0228249	Parahippocampal Gyrus
C0458311	Entire temporal lobe gyrus
C0152309	Superior temporal gyrus
C0152310	Structure of middle temporal gyrus
C0152311	Structure of inferior temporal gyrus
C0228238	Entire transverse temporal gyrus
C0228243	Lateral occipitotemporal gyrus
C0228244	Medial occipitotemporal gyrus
C1281015	Entire middle temporal gyrus
C1281016	Entire inferior temporal gyrus
C1284604	Entire superior temporal gyrus
C1284601	Entire temporal gyrus
C1744621	Structure of transverse temporal gyrus
C2953308	Temporal segment of fusiform gyrus
C2950494	Temporal segment of right fusiform gyrus
C2953769	Temporal segment of left fusiform gyrus
C0228244	Medial occipitotemporal gyrus
C0521408	Structure of transentorhinal zone
C0949582	Genus Hippocampus
C0328689	Hippocampus erectus
C0328690	Hippocampus ingens
C0328691	Hippocampus reidi
C0328692	Hippocampus zosterae
C0002708	Amygdaloid structure
C0175214	Set of corticomedial nuclei of amygdala
C0458328	Periamygdaloid Area
C0175219	central amygdalar nucleus
C0175220	Set of basolateral nuclei of amygdala
C2327622	Left amygdala
C2332494	Right amygdala
C1281095	Entire amygdaloid nucleus
C0149551	Structure of temporal operculum
C1289644	Entire temporal operculum
C0228227	Structure of collateral eminence
C0458311	Entire temporal lobe gyrus
C0459389	Temporal Sulcus
C0228237	Structure of superior temporal sulcus
C0228241	Middle temporal sulcus
C0228242	Inferior temporal sulcus
C0228254	Structure of rhinal sulcus
C1268978	Entire temporal lobe
C1281970	Entire right temporal lobe
C1281971	Entire left temporal lobe
C1281965	Region of temporal cortex
C0004302	Auditory area
C0043120	Wernicke Area
C0149552	Structure of temporal pole
C0175196	Structure of entorhinal cortex
C0262358	Vestibular area (body structure)
C0521408	Structure of transentorhinal zone
C1283319	Layer of temporal lobe
C0228235	Gray matter of temporal lobe
C0228236	White matter of temporal lobe
C0162434	Olfactory Cortex
C0175196	Structure of entorhinal cortex
C0228280	Structure of lateral olfactory gyrus
C2324824	Left prepyriform area
C2334727	Right prepyriform area
C1289531	Entire lateral olfactory gyrus
C0917714	Olfactory tubercle
C2328716	Right anterior perforated substance
C2330245	Left anterior perforated substance
C0262264	Islands of Calleja
C2331978	Left island of Calleja
C2333676	Right island of Calleja
C1289535	Entire anterior perforated substance
C2331620	Basal Forebrain
C0175316	Organum Vasculosum Laminae Terminalis
C0175173	Neocortex
C2328994	Left neocortex
C2334060	Right neocortex
C0458337	Limbic lobe
C2324383	Right limbic lobe
C2328205	Left limbic lobe
C0018427	Gyrus Cinguli
C0228249	Parahippocampal Gyrus
C3499125	Sensorimotor Cortex
C0004302	Auditory area
C0026607	Motor Cortex
C0037658	Somatosensory Cortex
C0042817	Visual Cortex
C0162434	Olfactory Cortex
C3498502	Telencephalic Commissures
C0010090	Corpus Callosum
C0152319	Corpus callosum splenium
C0809941	Structure of forceps major
C1284614	Entire splenium of corpus callosum
C0152320	Structure of body of corpus callosum
C1281061	Entire body of corpus callosum
C0152321	Structure of genu of corpus callosum
C1281063	Entire genu of corpus callosum
C0152322	Structure of rostrum of corpus callosum
C1281064	Entire rostrum of corpus callosum
C0152323	Lamina Terminalis
C0152325	Structure of forceps minor
C0152327	Posterior cerebral commissure
C0228266	Structure of lamina terminalis of corpus callosum
C1289625	Entire lamina terminalis of corpus callosum
C0228267	Structure of temporal radiation of corpus callosum
C0809940	Parietal radiation of corpus callosum
C0809941	Structure of forceps major
C1744614	Structure of tapetum of corpus callosum
C0152326	Entire tapetum of corpus callosum
C0152333	Structure of supracallosal gyrus
C2325879	Left supracallosal gyrus
C2332751	Right supracallosal gyrus
C1289653	Entire supracallosal gyrus
C0458372	Radiation of corpus callosum
C0152325	Structure of forceps minor
C0228267	Structure of temporal radiation of corpus callosum
C0809941	Structure of forceps major
C0152326	Entire tapetum of corpus callosum
C1284613	Entire corpus callosum
C3498339	Anterior Cerebellar Commissure
C0206441	Pyramidal Cells
C2325623	Pyramidal cell of precentral gyrus of cerebral hemisphere
C0228196	Cortex of frontal lobe
C0228210	Structure of cortex of parietal lobe
C0228221	Cortex of occipital lobe
C0596129	association cortex
C0175196	Structure of entorhinal cortex
C0597434	sensory cortex
C0004302	Auditory area
C0037658	Somatosensory Cortex
C0042817	Visual Cortex
C0178780	Olfactory gyrus
C0162434	Olfactory Cortex
C0596892	medial olfactory area
C0152331	Structure of medial olfactory gyrus
C2949916	Right medial olfactory gyrus
C2952952	Left medial olfactory gyrus
C1289530	Entire medial olfactory gyrus
C0228280	Structure of lateral olfactory gyrus
C1268167	Cerebral cortex part
C0152304	Inferior parietal lobule
C0152307	Structure of cuneus
C0228195	Frontal lobe gyrus
C0228196	Cortex of frontal lobe
C0228203	Structure of paracentral lobule
C0228209	Parietal gyrus structure
C0228210	Structure of cortex of parietal lobe
C0228220	Occipital gyrus
C0228221	Cortex of occipital lobe
C0228234	Temporal lobe gyrus
C0228235	Gray matter of temporal lobe
C0228256	Structure of cortex of insula
C2330790	Cortex of left insula
C2339924	Cortex of right insula
C1289643	Entire cortex of insula
C0228259	Anterior insula
C0228262	Operculum
C0149547	Frontal operculum
C0149551	Structure of temporal operculum
C0228265	Parietal operculum
C1284610	Entire operculum
C0228290	Gyrus fornicatus
C0152302	Structure of postcentral gyrus
C0152305	Structure of angular gyrus
C0458319	Supramarginal gryus
C0458320	Arcus parieto-occipitalis
C0458321	Arcus temporo-occipitalis
C0152303	Structure of superior parietal lobule
C0152304	Inferior parietal lobule
C0152306	Structure of precuneus
C1289547	Entire gyrus fornicatus
C0458308	Cerebral gyrus
C0228195	Frontal lobe gyrus
C0228220	Occipital gyrus
C0228234	Temporal lobe gyrus
C0228290	Gyrus fornicatus
C0458313	Structure of insular gyrus
C0228261	Gyrus longus insulae
C1761565	Entire long insular gyrus
C0694589	anterior long gyrus
C2325040	Left first posterior central gyrus
C2339275	Right first posterior central gyrus
C2951225	Right anterior long insular gyrus
C2954154	Left anterior long insular gyrus
C0694590	posterior long gyrus
C2331034	Right second posterior central gyrus
C2339695	Left second posterior central gyrus
C2951040	Right posterior long insular gyrus
C2954029	Left posterior long insular gyrus
C2328436	Right long insular gyrus
C2332540	Left long insular gyrus
C0262329	Short insular gyrus
C1761566	Entire short insular gyrus
C0694588	Posterior short insular gyrus
C2949838	Right posterior short insular gyrus
C2950705	Left posterior short insular gyrus
C0699897	anterior short gyrus
C2327772	Left first short gyrus of insula
C2337144	Right first short gyrus of insula
C2952164	RIght anterior short insular gyrus
C2953207	Left anterior short insular gyrus
C2331288	Left short insular gyrus
C2336435	Right short insular gyrus
C2950367	Middle short insular gyrus
C2950283	Right middle short insular gyrus
C2951245	Left middle short insular gyrus
C0694597	Structure of gyrus ambiens
C0458315	Entire gyrus ambiens
C1761565	Entire long insular gyrus
C1761566	Entire short insular gyrus
C0458325	Limbic gyrus
C0018427	Gyrus Cinguli
C0152314	Structure of dentate gyrus
C0175231	Paraterminal gyrus
C0228281	Structure of septal area of paraterminal body of rhinencephalon
C1289540	Entire septal area of paraterminal body of rhinencephalon
C1284617	Entire gyrus paraterminalis
C2329467	Right paraterminal gyrus
C2329904	Left paraterminal gyrus
C0228249	Parahippocampal Gyrus
C0228253	Structure of intralimbic gyrus
C0458327	Uncinate gyrus
C2952943	Left gyrus uncinatus
C2953152	Right gyrus uncinatus
C0458328	Periamygdaloid Area
C0694597	Structure of gyrus ambiens
C1744591	Structure of fasciolar gyrus
C0152332	Entire fasciolar gyrus
C2329030	Left fasciolar gyrus
C2331895	Right fasciolar gyrus
C2950895	Right fasciola cinerea
C2951758	Left fasciola cinerea
C0152332	Entire fasciolar gyrus
C0458315	Entire gyrus ambiens
C1284606	Entire parahippocampal gyrus
C2952605	Right limbic gyrus
C2954089	Left limbic gyrus
C0228209	Parietal gyrus structure
C0458309	Entire frontal lobe gyrus
C0458311	Entire temporal lobe gyrus
C0458312	Entire occipital lobe gyrus
C1761564	Entire parietal lobe gyrus
C2324509	Set of short gyri of insula
C2326109	Set of transverse temporal gyri
C2326115	Set of paraolfactory gyri
C2332077	Set of orbital gyri
C2952177	Set of left orbital gyri
C2953870	Set of right orbital gyri
C0018427	Gyrus Cinguli
C0152299	Precentral gyrus
C0152302	Structure of postcentral gyrus
C0152305	Structure of angular gyrus
C0152309	Superior temporal gyrus
C0152310	Structure of middle temporal gyrus
C0152311	Structure of inferior temporal gyrus
C0228214	Structure of supramarginal gyrus
C0228243	Lateral occipitotemporal gyrus
C0228249	Parahippocampal Gyrus
C1516694	Collateral Gyrus
C0458324	Region of cerebral cortex
C0004302	Auditory area
C0006208	Structure of Broca's area
C0021640	Insula of Reil
C2324050	Left insula
C2331118	Right insula
C2950862	Anterior lobule of insula
C2949893	Anterior lobule of left insula
C2950178	Anterior lobule of right insula
C2953289	Posterior lobule of insula
C2950681	Posterior lobule of right insula
C2952090	Posterior lobule of left insula
C0228259	Anterior insula
C0228260	Central insular sulcus
C2949800	Right central insular sulcus
C2951349	Left central insular sulcus
C0228261	Gyrus longus insulae
C0228262	Operculum
C0228263	Structure of limen insulae
C0458313	Structure of insular gyrus
C1281019	Entire insula
C1281991	Insular sulcus
C0228258	Structure of Reil's limiting sulcus
C2950738	Circular sulcus of right insula
C2952066	Circular sulcus of left insula
C1281077	Entire Reil's limiting sulcus
C0228260	Central insular sulcus
C1283322	Layer of insula
C0228256	Structure of cortex of insula
C0228257	White matter of insula
C2327624	White matter of left insula
C2337868	White matter of right insula
C0152318	Structure of extreme capsule
C2328113	Left extreme capsule
C2331021	Right extreme capsule
C1281059	Entire extreme capsule
C1284609	Entire white matter of insula
C0262329	Short insular gyrus
C0026607	Motor Cortex
C0042817	Visual Cortex
C0043120	Wernicke Area
C0152303	Structure of superior parietal lobule
C0152304	Inferior parietal lobule
C0152306	Structure of precuneus
C0152307	Structure of cuneus
C0228203	Structure of paracentral lobule
C0262358	Vestibular area (body structure)
C0458359	Premotor area
C0458361	somatosensory areas
C0458362	Taste area
C0458363	Sensory speech area
C0582740	Inferior frontal cortex
C0175173	Neocortex
C0175196	Structure of entorhinal cortex
C0228202	Premotor cortex
C0228280	Structure of lateral olfactory gyrus
C0599720	Brodmann area
C0038446	Area striata structure
C0175194	Presubiculum
C2329657	Left presubiculum
C2336466	Right presubiculum
C2950776	Left Brodmann area 27
C2951697	Right Brodmann area 27
C2322807	Brodmann area 51
C2950301	Right Brodmann area 51
C2953933	Left Brodmann area 51
C2322884	Brodmann area 22
C2950993	Right Brodmann area 22
C2951823	Left Brodmann area 22
C2323328	Brodmann area 4
C2950492	Left Brodmann area 4
C2951684	Right Brodmann area 4
C2323410	Brodmann area 1
C2952827	Left Brodmann area 1
C2953549	Right Brodmann area 1
C2324624	Brodmann area 28
C2950142	Left Brodmann area 28
C2951706	Right Brodmann area 28
C2324641	Brodmann area 31
C2950363	Right Brodmann area 31
C2950727	Left Brodmann area 31
C2325466	Brodmann area 50
C2951198	Left Brodmann area 50
C2953733	Right Brodmann area 50
C2325767	Brodmann area 44
C2951945	Left Brodmann area 44
C2952473	Right Brodmann area 44
C2326308	Brodmann area 33
C2951383	Left Brodmann area 33
C2953015	Right Brodmann area 33
C2326439	Brodmann area 13
C2953446	Left Brodmann area 13
C2954004	Right Brodmann area 13
C2326706	Brodmann area 20
C2951560	Right Brodmann area 20
C2952896	Left Brodmann area 20
C2326929	Brodmann area 35
C2949761	Left Brodmann area 35
C2953904	Right Brodmann area 35
C2327180	Parasubiculum
C2951671	Left parasubiculum
C2954084	Right parasubiculum
C2952579	Right Brodmann area 49
C2954141	Left Brodmann area 49
C2327741	Brodmann area 10
C2950748	Left Brodmann area 10
C2952226	Right Brodmann area 10
C2327852	Brodmann area 34
C2950152	Right Brodmann area 34
C2951161	Left Brodmann area 34
C2327856	Brodmann area 2
C2951020	Right Brodmann area 2
C2952529	Left Brodmann area 2
C2328243	Brodmann area 14
C2950879	Left Brodmann area 14
C2951184	Right Brodmann area 14
C2328516	Brodmann area 21
C2950627	Right Brodmann area 21
C2953316	Left Brodmann area 21
C2328538	Brodmann area 41
C2949765	Right Brodmann area 41
C2951734	Left Brodmann area 41
C2328710	Brodmann area 45
C2952495	Left Brodmann area 45
C2952704	Right Brodmann area 45
C2328758	Brodmann area 11
C2950019	Left Brodmann area 11
C2950500	Right Brodmann area 11
C2329211	Brodmann area 52
C2952631	Right Brodmann area 52
C2953445	Left Brodmann area 52
C2329880	Brodmann area 15
C2951917	Left Brodmann area 15
C2952360	Right Brodmann area 15
C2329958	Brodmann area 6
C2951797	Right Brodmann area 6
C2952832	Left Brodmann area 6
C2330060	Brodmann area 40
C2950568	Right Brodmann area 40
C2952559	Left Brodmann area 40
C2330169	Area 32 of Brodmann
C2953376	Left Brodmann area 32
C2953639	Right Brodmann area 32
C2330312	Brodmann area 47
C2951233	Left Brodmann area 47
C2952019	Right Brodmann area 47
C2330774	Area 16 of Brodmann
C2952032	Left Brodmann area 16
C2953724	Right Brodmann area 16
C2330882	Brodmann area 48
C2950949	Right Brodmann area 48
C2953698	Left Brodmann area 48
C2331086	Brodmann area 36
C2951546	Right Brodmann area 36
C2951859	Left Brodmann area 36
C2331153	Brodmann area 43
C2950203	Left Brodmann area 43
C2953371	Right Brodmann area 43
C2331568	Brodmann area 37
C2950077	Right Brodmann area 37
C2951660	Left Brodmann area 37
C2331826	Brodmann area 46
C2950289	Left Brodmann area 46
C2953183	Right Brodmann area 46
C2331841	Brodmann area 5
C2952047	Right Brodmann area 5
C2953779	Left Brodmann area 5
C2333013	Brodmann area 30
C2950104	Left Brodmann area 30
C2951770	Right Brodmann area 30
C2334367	Brodmann area 24
C2950751	Right Brodmann area 24
C2951441	Left Brodmann area 24
C2334445	Brodmann area 42
C2951237	Right Brodmann area 42
C2953929	Left Brodmann area 42
C2335296	Brodmann area 29
C2950337	Left Brodmann area 29
C2950772	Right Brodmann area 29
C2336112	Brodmann area 8
C2949958	Left Brodmann area 8
C2952393	Right Brodmann area 8
C2336169	Brodmann area 25
C2949854	Right Brodmann area 25
C2951693	Left Brodmann area 25
C2336225	Brodmann area 9
C2950458	Right Brodmann area 9
C2953195	Left Brodmann area 9
C2336698	Brodmann area 19
C2951280	Right Brodmann area 19
C2954209	Left Brodmann area 19
C2336719	Brodmann area 39
C2953751	Right Brodmann area 39
C2954189	Left Brodmann area 39
C2336809	Brodmann area 12
C2950560	Right Brodmann area 12
C2953312	Left Brodmann area 12
C2337717	Brodmann area 26
C2950763	Left Brodmann area 26
C2953032	Right Brodmann area 26
C2337731	Brodmann area 38
C2952313	Right Brodmann area 38
C2952988	Left Brodmann area 38
C2337740	Brodmann area 18
C2950423	Left Brodmann area 18
C2954033	Right Brodmann area 18
C2338571	Brodmann area 23
C2949976	Left Brodmann area 23
C2950087	Right Brodmann area 23
C2338617	Brodmann area 7
C2951509	Left Brodmann area 7
C2952156	Right Brodmann area 7
C2339232	Brodmann area 3
C2952727	Right Brodmann area 3
C2953927	Left Brodmann area 3
C0598377	Entire Brodmann area 28, entorhinal
C1272489	Entire Brodmann area 26, ectosplenial
C1272490	Entire Brodmann area 29, granular retrolimbic
C1272491	Entire Brodmann area 30, agranular retrolimbic
C1272492	Entire Brodmann area 31, dorsal posterior cingulate
C1272493	Entire Brodmann area 32, dorsal anterior cingulate
C1272494	Entire Brodmann area 33, pregenual
C1272495	Entire Brodmann area 34, dorsal entorhinal
C1272496	Entire Brodmann area 35, perirhinal
C1272497	Entire Brodmann area 36, ectorhinal
C1272498	Entire Brodmann area 37, occipitotemporal
C1272499	Entire Brodmann area 38, temporopolar
C1272500	Entire Brodmann area 39, angular
C1272501	Entire Brodmann area 40, supramarginal
C1272502	Entire Brodmann area 41, anterior transverse temporal
C1272503	Entire Brodmann area 42, posterior transverse temporal
C1272506	Entire Brodmann area 43, subcentral
C1272509	Entire Brodmann area 44, opercular
C1272511	Entire Brodmann area 45, triangular
C1272512	Entire Brodmann area 46, middle frontal
C1272513	Entire Brodmann area 47, orbital
C1272514	Entire Brodmann area 48, retrosubicular
C1272515	Entire Brodmann area 52, parainsular
C1272523	Entire Brodmann area 1, intermediate postcentral
C1272524	Entire Brodmann area 2, caudal postcentral
C1272525	Entire Brodmann area 3, rostral postcentral
C1272526	Entire Brodmann area 4, gigantopyramidal
C1272527	Entire Brodmann area 5, preparietal
C1272528	Entire Brodmann area 6, agranular frontal
C1272529	Entire Brodmann area 7, superior parietal
C1272530	Entire Brodmann area 8, intermediate frontal
C1272531	Entire Brodmann area 9, granular frontal
C1272532	Entire Brodmann area 10, frontopolar
C1272533	Entire Brodmann area 11, prefrontal
C1272534	Entire Brodmann area 12, prefrontal
C1272535	Entire Brodmann area 17, striate
C1272536	Entire Brodmann area 18, parastriate
C1272537	Entire Brodmann area 19, peristriate
C1272538	Entire Brodmann area 20, inferior temporal
C1272539	Entire Brodmann area 21, middle temporal
C1272540	Entire Brodmann area 22, superior temporal
C1272541	Entire Brodmann area 23, ventral posterior cingulate
C1272542	Entire Brodmann area 24, ventral anterior cingulate
C1272543	Entire Brodmann area 25, area subgenualis
C2326368	Somatic sensory cortex
C2328984	Left somatic sensory cortex
C2334566	Right somatic sensory cortex
C2326470	Mesocortex
C2330581	Cortex of lobe of cerebral hemisphere
C0228196	Cortex of frontal lobe
C0228210	Structure of cortex of parietal lobe
C0228221	Cortex of occipital lobe
C0228235	Gray matter of temporal lobe
C0228256	Structure of cortex of insula
C2339327	Cortex of limbic lobe
C2326940	Cortex of right limbic lobe
C2339463	Cortex of left limbic lobe
C2330863	Caviness neocortex parcellation unit
C2322940	Planum polare (PP)
C2322994	Parietal operculum cortex (PO)
C2323133	Temporal pole (TP)
C2325707	Planum temporale (PT)
C2326135	Postcentral gyrus (POG)
C2326303	Angular gyrus (AG)
C2327450	Intracalcarine cortex (CALC)
C2327534	Temporal occipital fusiform cortex (TOF)
C2327753	Precuneus cortex (PCN)
C2328703	Lateral occipital cortex, superior division (OLs)
C2329208	Frontal medial cortex (FMC)
C2329361	Cingulate gyrus, posterior division (CGp)
C2329409	Insula cortex (INS)
C2329510	Frontal orbital cortex (FOC)
C2329912	Temporal frontal cortex, posterior division (TFp)
C2329919	Temporal frontal cortex, anterior division (TFa)
C2330034	Paracingulate gyrus (PAC)
C2330107	Supracalcarine cortex (SCAL)
C2330366	Inferior temporal gyrus, anterior division (T3a)
C2330737	Central opercular cortex (CO)
C2330798	Cingulate gyrus, anterior division (CGa)
C2331110	Juxtaparacentral lobule cortex (JPL)
C2331421	Supramarginal gyrus, posterior division (SGp)
C2332083	Precentral gyrus (PRG)
C2332185	Cuneal gyrus (CN)
C2332269	Frontal operculum cortex (FO)
C2332766	Frontal gyrus 1 (F1)
C2333081	Middle temporal gyrus, anterior division (T2a)
C2333332	Frontal gyrus 3, pars triangularis (F3t)
C2333540	Parahippocampal gyrus, anterior division (PHa)
C2334371	Superior parietal lobule (SPL)
C2335407	Superior temporal gyrus, anterior division (T1a)
C2335908	Supramarginal gyrus, anterior division (SGa)
C2335927	Lingula gyrus (LG)
C2335942	Frontal pole (FP)
C2336426	Middle temporal gyrus, posterior division (T2p)
C2336971	Parahippocampal gyrus, posterior division (PHp)
C2337803	Inferior temporal gyrus, temporoccipital part (TO3)
C2337959	Lateral occipital cortex, inferior division (OLi)
C2338037	Frontal gyrus 3, pars opercularis (F3o)
C2338466	Occipital pole (OP)
C2338773	Frontal gyrus 2 (F2)
C2338781	Subcallosal cortex (SC)
C2339986	Inferior temporal gyrus, posterior division (T3p)
C2340252	Superior temporal gyrus, posterior division (T1p)
C2340450	Middle temporal gyrus, temporoccipital part (TO2)
C2340455	Occipital fusiform gyrus (OF)
C2331343	Allocortex
C0598598	Structure of archicortex
C0175202	Structure of hippocampal formation
C1744591	Structure of fasciolar gyrus
C2326162	Right archicortex
C2335412	Left archicortex
C2337931	Paleocortex
C2332544	Left paleocortex
C2338160	Right paleocortex
C2333308	Supplemental motor cortex
C2337243	Region of cortex of frontal lobe
C0162783	Prefrontal Cortex
C2331062	Orbitofrontal cortex
C2951295	Secondary visual cortex
C2952833	Left secondary visual cortex
C2953734	Right secondary visual cortex
C2952321	Region of cortex of insula
C2952078	Gray matter of anterior lobule of insula
C2951726	Gray matter of anterior lobule of left insula
C2952189	Gray matter of anterior lobule of right insula
C2952269	Gray matter of posterior lobule of insula
C2951796	Gray matter of posterior lobule of left insula
C2953507	Gray matter of posterior lobule of right insula
C2952624	Segment of Brodmann area
C2949885	Segment of Brodmann area 1
C2952804	Brodmann area 1 of postcentral gyrus
C2950707	Brodmann area 1 of left postcentral gyrus
