Order,Scalable Brain ID,Label (provisional),X,Y,Z,UMLS ID,UMLS ID (Boyu),LBD ID,MeSH descriptor name,MeSH descriptor ID,Wikidata,Remarks
13,PhG_L_6_3 (TL),parahippocampal gyrus,-28.353,-31.238,-18.164,C0175194,C2340470,http://www.linked-neuron-data.org/resource/parahippocampal_gyrus,Parahippocampal Gyrus,https://meshb.nlm.nih.gov/record/ui?ui=D020534,https://www.wikidata.org/wiki/Q66570209,
247,PhG_L_6_5 (TI),parahippocampal gyrus,-23.021,2.054,-31.864,C0175194,C2340470,http://www.linked-neuron-data.org/resource/parahippocampal_gyrus,Parahippocampal Gyrus,https://meshb.nlm.nih.gov/record/ui?ui=D020534,https://www.wikidata.org/wiki/Q66570209,
22,PhG_L_6_6 (TH),parahippocampal gyrus,-16.954,-39.298,-10.109,C0175194,C2340470,http://www.linked-neuron-data.org/resource/parahippocampal_gyrus,Parahippocampal Gyrus,https://meshb.nlm.nih.gov/record/ui?ui=D020534,https://www.wikidata.org/wiki/Q66570209,
264,ITG_L_7_1 (20iv),inferior temporal gyrus,-45.228,-25.73,-27.225,C0039485,C2949795,http://www.linked-neuron-data.org/resource/gyrus_temporalis_inferior,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570191,MeSH not specific enough
129,ITG_L_7_3 (20r),inferior temporal gyrus,-43.403,-2.354,-41.508,C0039485,C2949795,http://www.linked-neuron-data.org/resource/gyrus_temporalis_inferior,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570191,MeSH not specific enough
219,ITG_L_7_4 (20il),inferior temporal gyrus,-55.532,-15.196,-27.772,C0039485,C2949795,http://www.linked-neuron-data.org/resource/gyrus_temporalis_inferior,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570191,MeSH not specific enough
121,ITG_L_7_6 (20cl),inferior temporal gyrus,-59.279,-41.819,-15.79,C0039485,C2949795,http://www.linked-neuron-data.org/resource/gyrus_temporalis_inferior,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570191,MeSH not specific enough
194,ITG_L_7_7 (20cv),inferior temporal gyrus,-54.78,-30.977,-26.937,C0039485,C2949795,http://www.linked-neuron-data.org/resource/gyrus_temporalis_inferior,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570191,MeSH not specific enough
4,IPL_L_6_3 (40rd),inferior parietal lobule,-51.187,-33.431,41.57,C0030560,C2949829,http://www.linked-neuron-data.org/resource/parietal_lobe,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q6412501,MeSH (+ LBD?) not specific enough
272,IPL_L_6_4 (40c),inferior parietal lobule,-55.633,-49.451,37.621,C0030560,C2949829,http://www.linked-neuron-data.org/resource/parietal_lobe,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q6412501,MeSH (+ LBD?) not specific enough
46,IPL_L_6_6 (40rv),inferior parietal lobule,-53.582,-31.197,22.73,C0030560,C2949829,http://www.linked-neuron-data.org/resource/parietal_lobe,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q6412501,MeSH (+ LBD?) not specific enough
99,IFG_R_6_1 (44d),inferior frontal gyrus,45.131,16.291,25.204,C0152296,C2949840,http://www.linked-neuron-data.org/resource/prefrontal_cortex,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q1558534,MeSH (+ LBD?) not specific enough
196,IFG_R_6_5 (44op),inferior frontal gyrus,41.98,21.878,3.455,C0152296,C2949840,http://www.linked-neuron-data.org/resource/prefrontal_cortex,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q1558534,MeSH (+ LBD?) not specific enough
126,IFG_R_6_6 (44v),inferior frontal gyrus,53.714,13.985,11.028,C0152296,C2949840,http://www.linked-neuron-data.org/resource/prefrontal_cortex,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q1558534,MeSH (+ LBD?) not specific enough
144,STG_L_6_2 (41/42),superior temporal gyrus,-53.759,-31.796,12.288,C0039485,C2949842,http://www.linked-neuron-data.org/resource/gyrus_temporalis_superior,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570187,
273,SPL_L_5_3 (5l),superior parietal lobule,-33.396,-46.795,49.702,C0030560,C2949848,http://www.linked-neuron-data.org/resource/superior_parietal_lobule,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,http://www.linked-neuron-data.org/resource/superior_parietal_lobule,
253,PCL_L_2_2 (4ll),paracentral lobule,-4.163,-22.809,60.335,,C2949875,missing,missing,missing,https://www.wikidata.org/wiki/Q66588106,MeSH not found
241,IPL_R_6_3 (40rd),inferior parietal lobule,47.263,-34.978,45.096,C0030560,C2949941,http://www.linked-neuron-data.org/resource/parietal_lobe,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q6412501,MeSH (+ LBD?) not specific enough
142,IPL_R_6_4 (40c),inferior parietal lobule,57.319,-43.672,38.315,C0030560,C2949941,http://www.linked-neuron-data.org/resource/parietal_lobe,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q6412501,MeSH (+ LBD?) not specific enough
172,IPL_R_6_6 (40rv),inferior parietal lobule,55.108,-26.2,25.648,C0030560,C2949941,http://www.linked-neuron-data.org/resource/parietal_lobe,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q6412501,MeSH (+ LBD?) not specific enough
108,SPL_L_5_1 (7r),superior parietal lobule,-16.352,-59.987,62.797,C0030560,C2949950,http://www.linked-neuron-data.org/resource/superior_parietal_lobule,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,http://www.linked-neuron-data.org/resource/superior_parietal_lobule,Superior Parietal Lobule is part of the Parietal Lobe but is not specified in MeSH
128,SPL_L_5_2 (7c),superior parietal lobule,-15.554,-70.739,51.552,C0030560,C2949950,http://www.linked-neuron-data.org/resource/superior_parietal_lobule,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,http://www.linked-neuron-data.org/resource/superior_parietal_lobule,
135,SPL_L_5_4 (7pc),superior parietal lobule,-22.584,-47.38,64.866,C0030560,C2949950,http://www.linked-neuron-data.org/resource/superior_parietal_lobule,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,http://www.linked-neuron-data.org/resource/superior_parietal_lobule,
235,SPL_L_5_5 (7ip),superior parietal lobule,-27.443,-58.728,53.646,C0030560,C2949950,http://www.linked-neuron-data.org/resource/superior_parietal_lobule,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,http://www.linked-neuron-data.org/resource/superior_parietal_lobule,
116,PoG_R_4_3 (2),postcentral gyrus,48.125,-24.005,47.845,C0037658,C2949970,http://www.linked-neuron-data.org/resource/postcentral_gyrus,Somatosensory Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D013003,https://www.wikidata.org/wiki/Q66570168,
21,CG_R_7_3 (32p),cingulate gyrus,5.044,27.456,27.485,C0018427,C2950097,http://www.linked-neuron-data.org/resource/anterior_cingulate_gyrus,Gyrus Cinguli,https://meshb.nlm.nih.gov/record/ui?ui=D006179,https://www.wikidata.org/wiki/Q66570220,
140,CG_R_7_7 (32sg),cingulate gyrus,5.436,40.821,6.669,C0018427,C2950097,http://www.linked-neuron-data.org/resource/anterior_cingulate_gyrus,Gyrus Cinguli,https://meshb.nlm.nih.gov/record/ui?ui=D006179,https://www.wikidata.org/wiki/Q66570220,
169,OrG_L_6_2 (12/47o),orbital gyrus,-36.215,33.497,-15.932,C0152296,C2950100,http://www.linked-neuron-data.org/resource/lateral_orbital_gyrus,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q5494792,LBD: only lateral orbital gyrus
211,OcG_L_4_4 (iOccG),occipital gyrus,-30.097,-87.974,-12.162,C0028785,C2950129,http://www.linked-neuron-data.org/resource/occipital_gyrus,Occipital Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D009778,https://www.wikidata.org/wiki/Q60768390,MeSH not specific enough
158,OrG_R_6_5 (13),orbital gyrus,9.153,20.328,-19.392,C0152296,C2950156,http://www.linked-neuron-data.org/resource/lateral_orbital_gyrus,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q5494792,LBD: only lateral orbital gyrus
45,SFG_R_7_1 (8m),superior frontal gyrus,6.862,16.375,54.214,C0152296,C2950185,http://www.linked-neuron-data.org/resource/superior_frontal_gyrus,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q66570158,MeSH not specific enough
192,SFG_R_7_2 (8dl),superior frontal gyrus,21.605,25.579,51.372,C0152296,C2950185,http://www.linked-neuron-data.org/resource/superior_frontal_gyrus,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q66570158,MeSH not specific enough
154,IPL_L_6_1 (39c),inferior parietal lobule,-34.137,-80.513,28.702,C0030560,C2950239,http://www.linked-neuron-data.org/resource/angular_gyrus,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q6412501,MeSH (+ LBD?) not specific enough
96,IPL_L_6_2 (39rd),inferior parietal lobule,-37.576,-61.363,46.499,C0030560,C2950239,http://www.linked-neuron-data.org/resource/angular_gyrus,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q6412501,MeSH (+ LBD?) not specific enough
267,IPL_L_6_5 (39rv),inferior parietal lobule,-46.587,-64.966,25.962,C0030560,C2950239,http://www.linked-neuron-data.org/resource/angular_gyrus,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q6412501,MeSH (+ LBD?) not specific enough
30,PhG_L_6_1 (35/36r),parahippocampal gyrus,-27.153,-7.122,-33.983,C0175194,C2950349,http://www.linked-neuron-data.org/resource/parahippocampal_gyrus,Parahippocampal Gyrus,https://meshb.nlm.nih.gov/record/ui?ui=D020534,https://www.wikidata.org/wiki/Q66570209,
75,FuG_R_3_1 (20rv),fusiform gyrus,33.433,-14.594,-33.744,C0039485,C2950355,http://www.linked-neuron-data.org/resource/lateral_occipitotemporal_gyrus,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570192,MeSH not specific enough
29,SFG_L_7_1 (8m),superior frontal gyrus,-4.799,15.571,53.838,C0152296,C2950385,http://www.linked-neuron-data.org/resource/superior_frontal_gyrus,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q66570159,MeSH not specific enough
152,SFG_L_7_2 (8dl),superior frontal gyrus,-18.163,23.582,52.829,C0152296,C2950385,http://www.linked-neuron-data.org/resource/superior_frontal_gyrus,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q66570159,MeSH not specific enough
11,MTG_R_4_3 (37dl),middle temporal gyrus,60.202,-53.264,2.74,C0039485,C2950391,http://www.linked-neuron-data.org/resource/middle_temporal_gyrus,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570188,MeSH not specific enough
"183,MFG_L_7_6 (6vl),middle frontal gyrus,-32.252,3.818,54.674,C0152296,C2950411	,http://www.linked-neuron-data.org/resource/medial_frontal_gyrus,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q66570161,MeSH not specific enough"
71,IFG_R_6_2 (IFS),inferior frontal gyrus,47.83,34.778,13.387,C0152296,C2950495,http://www.linked-neuron-data.org/resource/prefrontal_cortex,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q1558534,MeSH (+ LBD?) not specific enough
88,STG_R_6_1 (38m),superior temporal gyrus,31.243,15.062,-33.624,C0039485,C2950550,http://www.linked-neuron-data.org/resource/gyrus_temporalis_superior,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570186,
25,STG_R_6_5 (38l),superior temporal gyrus,47.022,12.371,-19.646,C0039485,C2950550,http://www.linked-neuron-data.org/resource/gyrus_temporalis_superior,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570186,
39,PoG_L_4_1 (1/2/3ulhf),postcentral gyrus,-49.806,-16.429,42.991,C0037658,C2950707,http://www.linked-neuron-data.org/resource/postcentral_gyrus,Somatosensory Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D013003,https://www.wikidata.org/wiki/Q66570169,
191,PhG_L_6_2 (35/36c),parahippocampal gyrus,-25.202,-24.831,-26.321,C0175194,C2950774,http://www.linked-neuron-data.org/resource/parahippocampal_gyrus,Parahippocampal Gyrus,https://meshb.nlm.nih.gov/record/ui?ui=D020534,https://www.wikidata.org/wiki/Q66570209,
197,ITG_R_7_1 (20iv),inferior temporal gyrus,45.756,-14.353,-32.756,C0039485,C2950783,http://www.linked-neuron-data.org/resource/gyrus_temporalis_inferior,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570190,MeSH not specific enough
203,ITG_R_7_3 (20r),inferior temporal gyrus,40.315,0.42,-43.156,C0039485,C2950783,http://www.linked-neuron-data.org/resource/gyrus_temporalis_inferior,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570190,MeSH not specific enough
32,ITG_R_7_4 (20il),inferior temporal gyrus,54.469,-10.795,-32.482,C0039485,C2950783,http://www.linked-neuron-data.org/resource/gyrus_temporalis_inferior,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570190,MeSH not specific enough
23,ITG_R_7_6 (20cl),inferior temporal gyrus,60.513,-40.049,-17.08,C0039485,C2950783,http://www.linked-neuron-data.org/resource/gyrus_temporalis_inferior,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570190,MeSH not specific enough
76,ITG_R_7_7 (20cv),inferior temporal gyrus,53.777,-31.424,-25.716,C0039485,C2950783,http://www.linked-neuron-data.org/resource/gyrus_temporalis_inferior,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570190,MeSH not specific enough
195,pSTS_L_2_1 (rpSTS),posterior superior temporal sulcus,-54.153,-39.903,4.19,C0039485,C2950799,http://www.linked-neuron-data.org/resource/temporal_sulcus,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q732362,MeSH not specific enough
204,pSTS_L_2_2 (cpSTS),posterior superior temporal sulcus,-52.479,-50.188,10.461,C0039485,C2950799,http://www.linked-neuron-data.org/resource/temporal_sulcus,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q732362,MeSH not specific enough
245,PrG_L_6_1 (4hf),precentral gyrus,-48.929,-7.665,38.978,C0016733,C2950814,http://www.linked-neuron-data.org/resource/precentral_gyrus,Frontal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D005625,https://www.wikidata.org/wiki/Q66570167,
168,PrG_L_6_3 (4ul),precentral gyrus,-26.447,-24.841,62.609,C0016733,C2950814,http://www.linked-neuron-data.org/resource/precentral_gyrus,Frontal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D005625,https://www.wikidata.org/wiki/Q66570167,
230,PrG_L_6_4 (4t),precentral gyrus,-13.105,-20.658,73.321,C0016733,C2950814,http://www.linked-neuron-data.org/resource/precentral_gyrus,Frontal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D005625,https://www.wikidata.org/wiki/Q66570167,
65,PrG_L_6_5 (4tl),precentral gyrus,-52.058,0.164,7.761,C0016733,C2950814,http://www.linked-neuron-data.org/resource/precentral_gyrus,Frontal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D005625,https://www.wikidata.org/wiki/Q66570167,
268,OrG_R_6_2 (12/47o),orbital gyrus,40.342,38.722,-14.339,C0152296,C2950966,http://www.linked-neuron-data.org/resource/lateral_orbital_gyrus,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q5494792,LBD: only lateral orbital gyrus
177,PrG_L_6_2 (6cdl),precentral gyrus,-31.815,-9.095,57.827,C0016733,C2950983,http://www.linked-neuron-data.org/resource/precentral_gyrus,Frontal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D005625,https://www.wikidata.org/wiki/Q66570167,
181,PrG_L_6_6 (6cvl),precentral gyrus,-49.177,4.748,30.3,C0016733,C2950983,http://www.linked-neuron-data.org/resource/precentral_gyrus,Frontal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D005625,https://www.wikidata.org/wiki/Q66570167,
141,SPL_R_5_1 (7r),superior parietal lobule,19.301,-56.856,64.869,C0030560,C2951062,http://www.linked-neuron-data.org/resource/superior_parietal_lobule,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q66570174,
160,SPL_R_5_2 (7c),superior parietal lobule,18.564,-68.844,53.831,C0030560,C2951062,http://www.linked-neuron-data.org/resource/superior_parietal_lobule,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q66570174,
132,SPL_R_5_4 (7pc),superior parietal lobule,23.215,-43.371,66.952,C0030560,C2951062,http://www.linked-neuron-data.org/resource/superior_parietal_lobule,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q66570174,
87,SPL_R_5_5 (7ip),superior parietal lobule,30.877,-54.068,53.312,C0030560,C2951062,http://www.linked-neuron-data.org/resource/superior_parietal_lobule,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q66570174,
259,PhG_R_6_2 (35/36c),parahippocampal gyrus,26.637,-23.025,-26.963,C0175194,C2951081,http://www.linked-neuron-data.org/resource/parahippocampal_gyrus,Parahippocampal Gyrus,https://meshb.nlm.nih.gov/record/ui?ui=D020534,https://www.wikidata.org/wiki/Q66570208,
"60,IFG_L_6_3 (45c),inferior frontal gyrus,-52.568,22.985,11.187,C0152296,C2951111	,http://www.linked-neuron-data.org/resource/prefrontal_cortex,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q1558534,MeSH (+ LBD?) not specific enough"
"180,IFG_L_6_4 (45r),inferior frontal gyrus,-48.783,36.185,-2.62,C0152296,C2951111	,http://www.linked-neuron-data.org/resource/prefrontal_cortex,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q1558534,MeSH (+ LBD?) not specific enough"
240,PCun_L_4_4 (31),precuneus,-6.242,-54.688,33.715,C0030560,C2951169,missing,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q66570177,LBD not found
35,PCun_R_4_4 (31),precuneus,6.328,-54.047,34.69,C0030560,C2951169,missing,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q66570176,LBD not found
34,SFG_L_7_3 (9l),superior frontal gyrus,-11.171,48.535,39.743,C0152296,C2951257,http://www.linked-neuron-data.org/resource/superior_frontal_gyrus,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q66570159,MeSH not specific enough
51,SFG_L_7_6 (9m),superior frontal gyrus,-4.689,35.844,38.681,C0152296,C2951257,http://www.linked-neuron-data.org/resource/superior_frontal_gyrus,Prefrontal Cortex,https://meshb.nlm.nih.gov/record/ui?ui=D017397,https://www.wikidata.org/wiki/Q66570159,MeSH not specific enough
216,PCun_R_4_1 (7m),precuneus,6.321,-64.866,51.014,C0030560,C2951267,missing,Parietal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D010296,https://www.wikidata.org/wiki/Q66570176,LBD not found
238,CG_R_7_2 (24rv),cingulate gyrus,4.548,21.585,11.993,C0018427,C2951271,http://www.linked-neuron-data.org/resource/anterior_cingulate_gyrus,Gyrus Cinguli,https://meshb.nlm.nih.gov/record/ui?ui=D006179,https://www.wikidata.org/wiki/Q66570220,
269,CG_R_7_5 (24cd),cingulate gyrus,4.23,6.319,37.909,C0018427,C2951271,http://www.linked-neuron-data.org/resource/anterior_cingulate_gyrus,Gyrus Cinguli,https://meshb.nlm.nih.gov/record/ui?ui=D006179,https://www.wikidata.org/wiki/Q66570220,
265,PhG_R_6_1 (35/36r),parahippocampal gyrus,27.337,-8.302,-33.63,C0175194,C2951355,http://www.linked-neuron-data.org/resource/parahippocampal_gyrus,Parahippocampal Gyrus,https://meshb.nlm.nih.gov/record/ui?ui=D020534,https://www.wikidata.org/wiki/Q66570208,
"208,FuG_L_3_2 (37mv),fusiform gyrus,-30.774,-65.158,-13.986,C0039485,C2951387	,http://www.linked-neuron-data.org/resource/lateral_occipitotemporal_gyrus,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570193,MeSH not specific enough"
"182,FuG_L_3_3 (37lv),fusiform gyrus,-42.145,-50.181,-17.514,C0039485,C2951387	,http://www.linked-neuron-data.org/resource/lateral_occipitotemporal_gyrus,Temporal Lobe,https://meshb.nlm.nih.gov/record/ui?ui=D013702,https://www.wikidata.org/wiki/Q66570193,MeSH not specific enough"
